timestamp,value
0.0,2.9361702127659575
5.0,5.223404255319149
10.0,5.648936170212766
15.0,9.957446808510639
20.0,10.712765957446809
25.0,11.042553191489361
30.0,15.042553191489361
35.0,16.43617021276596
40.0,16.73404255319149
45.0,16.80851063829787
50.0,16.48936170212766
55.0,22.01063829787234
60.0,22.4468085106383
65.0,24.19148936170213
70.0,26.74468085106383
75.0,32.787234042553195
80.0,33.5531914893617
85.0,39.59574468085106
90.0,41.40425531914894
95.0,44.861702127659576
100.0,40.734042553191486
105.0,47.670212765957444
110.0,45.45744680851064
115.0,43.287234042553195
120.0,40.308510638297875
125.0,21.372340425531913
130.0,9.936170212765957
135.0,4.297872340425532
140.0,0.46808510638297873
145.0,0.06097560975609756
