timestamp,value
0.0,7.494953450207618
5.0,9.878169214324995
10.0,17.330034076413902
15.0,10.008215674246316
20.0,15.94966825025821
25.0,16.942178685006397
30.0,17.329390432442324
35.0,9.592000984988267
40.0,3.3859743278907333
45.0,4.0295486060638845
50.0,4.881054237390998
55.0,3.496742232456398
60.0,3.180256835609612
65.0,3.664666040543602
70.0,4.236771045203504
75.0,3.463426071471033
80.0,3.8872003377469233
85.0,3.953222912266393
90.0,3.61179215580326
95.0,2.92251255885616
100.0,3.8531435787674244
105.0,3.1447644622480495
110.0,2.963401045155483
115.0,3.051683787318568
120.0,4.751354883444811
125.0,5.369271711318122
130.0,5.23298039999139
135.0,3.7333949338348353
140.0,3.2375476915492913
145.0,1.4692953892798297
