timestamp,value
0.0,4.4449816392870325
5.0,10.78718109344135
10.0,14.449876548911027
15.0,14.266700915627084
20.0,9.20771562876828
25.0,3.598258145573088
30.0,8.163218902444315
35.0,11.000704292522776
40.0,11.109634878905425
45.0,10.037852399559608
50.0,11.907933217437925
55.0,15.865312719464914
60.0,16.538307568829993
65.0,15.42571616040623
70.0,15.53440633210298
75.0,29.825337997060302
80.0,31.28529642582342
85.0,40.38971695043746
90.0,40.963272476777476
95.0,48.87575284691492
100.0,50.39576036431518
105.0,63.595891091479295
110.0,63.67023749271777
115.0,63.50513836621332
120.0,61.59773046428364
125.0,62.396102092722515
130.0,63.98140101325999
135.0,57.22093023721302
140.0,63.286603552211716
145.0,61.33642766510552
