timestamp,value
0.0,7.6210526316227565
5.0,11.610479354751613
10.0,15.450798638379666
15.0,16.785409353071973
20.0,17.073937602274086
25.0,23.024133236611515
30.0,21.939312674863036
35.0,12.445073762936516
40.0,11.252673726348897
45.0,9.054087255705115
50.0,8.675218196257559
55.0,8.934338110007868
60.0,8.578947368422584
65.0,7.639802741568633
70.0,8.043482565163911
75.0,7.6321670405420425
80.0,8.862906018780075
85.0,7.791666666695581
90.0,7.673769851723328
95.0,7.825834369835682
100.0,9.124098472356794
105.0,6.870833333336274
110.0,8.642077319072804
115.0,8.603219032100101
120.0,9.9474106107035
125.0,10.031578947355706
130.0,8.842422002859843
135.0,7.347368421052172
140.0,5.157894736816831
145.0,4.694375069376485
150.0,3.529059879166704
