timestamp,value
0.0,8.770542248849003
5.0,11.249484536070556
10.0,17.510500167005823
15.0,15.363917525772138
20.0,19.708333333308776
25.0,26.474566538949247
30.0,23.325117335620657
35.0,16.392477720333172
40.0,12.593750000026679
45.0,12.744329896879357
50.0,13.271355210437667
55.0,14.484536082485478
60.0,12.385793930262693
65.0,11.825773195855383
70.0,10.36429282866707
75.0,9.142837900841442
80.0,11.666666666678793
85.0,10.995876288641776
90.0,9.667210508692685
95.0,9.78237673460866
100.0,9.468749999992573
105.0,10.217525773182997
110.0,8.770833333327724
115.0,10.211805519656918
120.0,10.510416666678188
125.0,9.945360824763203
130.0,8.239583333329392
135.0,6.781250000002122
140.0,5.385416666668637
145.0,4.909090909094122
150.0,5.111111111128358
