timestamp,value
0.0,25.885416666666668
5.0,25.885416666666668
10.0,29.0
15.0,29.0
20.0,44.770833333333336
25.0,44.770833333333336
30.0,52.9375
35.0,52.9375
40.0,58.229166666666664
45.0,58.229166666666664
50.0,63.072916666666664
55.0,63.072916666666664
60.0,67.65625
65.0,67.65625
70.0,71.28125
75.0,71.28125
80.0,74.16666666666667
85.0,74.16666666666667
90.0,77.27083333333333
95.0,77.27083333333333
100.0,79.9375
105.0,79.9375
110.0,82.92631578947369
115.0,82.92631578947369
120.0,85.15789473684211
125.0,85.15789473684211
130.0,87.61052631578947
135.0,87.61052631578947
140.0,88.73684210526316
145.0,88.73684210526316
150.0,86.73958333333333

