timestamp,value
0.0,2.6770833333333335
5.0,4.322916666666667
10.0,6.25
15.0,10.8125
20.0,10.5
25.0,11.395833333333334
30.0,13.59375
35.0,12.916666666666666
40.0,12.65625
45.0,13.1875
50.0,11.385416666666666
55.0,12.864583333333334
60.0,13.270833333333334
65.0,13.645833333333334
70.0,16.291666666666668
75.0,19.125
80.0,17.854166666666668
85.0,19.302083333333332
90.0,21.229166666666668
95.0,24.1875
100.0,24.65625
105.0,25.125
110.0,21.020833333333332
115.0,20.427083333333332
120.0,18.28125
125.0,9.052083333333334
130.0,3.0833333333333335
135.0,1.5833333333333333
140.0,1.5833333333333333
145.0,0.75
