timestamp,value
0.0,5.974709914886515
5.0,8.613325124712523
10.0,11.863728104117166
15.0,13.661882286768778
20.0,15.759684689193689
25.0,15.58713194064036
30.0,12.319959333716708
35.0,7.956404583685067
40.0,5.4379809439422955
45.0,4.63448350326685
50.0,4.236577342679813
55.0,5.214479280847743
60.0,2.865827632852689
65.0,3.80176109341808
70.0,4.102755689000389
75.0,3.558861574259629
80.0,3.599651193075331
85.0,3.7999053455864793
90.0,3.210286809371958
95.0,3.176229653758749
100.0,3.4297370639130325
105.0,3.7249109617579905
110.0,2.6284674180562893
115.0,3.500993694212322
120.0,5.033472685846799
125.0,4.085302606881868
130.0,3.9206261505099103
135.0,3.3575441230545082
140.0,2.0794242935084024
145.0,1.7486740109628183
